Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	
TFP11_HUMAN	InsigPrize	false							0, -0.164474, -0.758179, -0.188582, -0.368813, -0.6201, -0.298125, -0.122788	0, -0.020323, 0.156689, -0.259227, -0.138041, -0.075519, 0.178512, 0.322601								
TFPT_HUMAN	Excluded	false							0, -0.165653, -0.052904, -0.08046, -0.03676, -0.229555, -0.06563, -0.315141									
TICRR_HUMAN	Excluded	false							0, -0.20952, -0.293802, -0.398263, -0.501188, -0.507329, -0.527092, -0.206321									
TIF1B_HUMAN	Excluded	false							0, -0.224289, -0.271596, -0.095441, -0.055357, -0.297604, -0.135355, -0.296002									
TIM_HUMAN	Excluded	false							0, -0.013113, 0.224254, -0.227274, -0.164773, -0.152551, 0.046417, 0.051875									
TJAP1_HUMAN	Excluded	false							0, -0.230462, -0.185235, -0.25911, -0.415308, -0.244316, -0.288169, 0.267647									
TM1L1_HUMAN	InsigPrize	false							0, -0.389799, -0.086373, -0.259607, 0.010302, 0.181539, 0.014761, -0.124737									
TM1L2_HUMAN	SigPrize	false	0, 0.315423, 1.292613, 0.056336, 0.00896, -0.113238, -0.084693, -0.438337	0, 1.306492, 1.936358, 0.62812, 0.513913, 0.192722, -0.13743, -0.275088	0, 2.09487, 1.610601, 1.060566, 0.777034, 0.24329, 0.141191, -0.149635				0, 1.115434, 1.422988, 0.674434, 0.429671, -0.073844, 0.256632, -0.245967									
TM87A_HUMAN	Excluded	false							0, -0.717771, -0.093544, -0.087372, 0.076759, -0.39799, -0.243144, -0.016763									
TMX1_HUMAN	Excluded	false							0, -0.137222, -0.444687, -0.186546, -0.115196, -0.23112, -0.219709, -0.100024	0, -0.279641, -0.098673, -0.16975, -0.171164, -0.084074, -0.031103, 0.212415								
TNAP3_HUMAN	Steiner	false																
TNIK_HUMAN	Excluded	false							0, -0.252644, -0.463955, -0.284694, -0.313749, -0.209383, -0.084198, 0.133457	0, -0.63513, 0.04006, -0.220591, -0.147411, -0.190045, -0.163627, 0.132822								
TOIP1_HUMAN	InsigPrize	false							0, -0.448454, -0.595406, -0.719703, -0.263259, -0.193916, -0.136889, -0.31034									
TOM1_HUMAN	Steiner	false																
TOP2A_HUMAN	Excluded	false							0, 0.053135, -0.524309, -0.352189, -0.166575, -0.332272, -0.352454, -0.393265	0, -0.113537, 0.039299, -0.382831, -0.172066, 0.044977, -0.109446, -0.487986								
TOP2B_HUMAN	SigPrize	false	0, 0.315056, 0.715633, 1.808003, 1.281553, 1.133141, 0.918468, 0.716725															
TP53B_HUMAN	Excluded	false							0, -0.148258, -0.79407, -0.374961, -0.270239, -0.385638, -0.261284, -0.207198	0, -0.119534, -0.206115, 0.042841, 0.363856, -0.070067, 0.414491, 0.266853	0, 0.050135, 0.312136, 0.196141, 0.00022, -0.11115, 0.06784, 0.414298	0, -0.216669, -0.099099, -0.152118, -0.295352, -0.272998, 0.066568, -0.21123	0, -0.231978, -0.026414, -0.386908, 0.334379, 0.452452, 0.071248, 0.087162					
TPC12_HUMAN	Excluded	false							0, 0.022294, 0.066431, 0.331623, 0.316916, 0.348202, 0.355462, 0.516797									
TPR_HUMAN	InsigPrize	false							0, -0.016541, -0.455121, -0.11182, -0.21536, -0.00879, 0.218205, 0.241303	0, 0.604912, 1.129764, 0.975317, 0.924586, 0.96849, 0.983661, 0.566877								
TR150_HUMAN	Excluded	false							0, -0.227742, -0.429643, -0.415354, -0.404641, -0.51372, -0.282794, -0.038166									
TRA2A_HUMAN	SigPrize	false	0, 0.001988, 0.82801, 0.012584, -0.017165, -0.189306, -0.115267, -0.083134						0, -0.26145, 1.392136, -0.416871, -0.168472, 0.005188, -0.026399, 0.080335	0, -0.155437, 1.607267, -0.123524, -0.22761, -0.279509, -0.204479, -0.298769	0, -0.329657, -0.155938, -0.501747, -0.199679, -0.372939, -0.285519, -0.619646							
TRAD1_HUMAN	Excluded	false							0, -0.111988, -0.216056, -0.219536, -0.216408, -0.318788, -0.060999, -0.273999	0, -0.308526, 0.114091, -0.318257, -0.499431, -0.147877, -0.195397, -0.289007								
TRI18_HUMAN	Excluded	false							0, 0.388046, 0.737716, 0.518938, 0.114068, 0.343473, 0.411005, 0.212595									
TRI25_HUMAN	InsigPrize	false							0, -0.113044, -0.26684, -0.161024, -0.05699, -0.088567, -0.273956, 0.160614									
TTC33_HUMAN	Excluded	false							0, -0.040467, -0.312313, 0.169501, -0.063048, 0.091487, 0.060213, -0.051023									
TX264_HUMAN	Excluded	false	0, 0.189005, 0.629287, 0.77265, 0.824478, 0.844181, 0.760689, 0.678766															
TXLNA_HUMAN	Excluded	false							0, 0.201234, 0.472023, 0.3174, 0.186779, 0.33815, 0.517539, 0.330008									
U520_HUMAN	Excluded	false	0, 0.040768, 0.256353, -0.037013, -0.265668, -0.290451, -0.002686, 0.178616															
UBE2O_HUMAN	SigPrize	false	0, -0.093497, 0.020213, 0.420632, 0.578968, 1.075328, 0.90424, 0.688124															
UBL7_HUMAN	SigPrize	false	0, -0.138089, 0.11154, -0.224166, 0.000611, -0.045896, 0.027611, 0.570026															
UBP10_HUMAN	InsigPrize	false							0, -0.087352, 0.166112, -0.38463, -0.044595, -0.093882, 0.013357, -0.298431	0, -0.968475, 0.028868, -0.577944, -0.0126, -0.540969, -0.158611, -0.012087								
UBP16_HUMAN	Excluded	false							0, -0.235852, 0.117826, -0.058096, -0.21708, 0.050389, -0.017089, -0.51676									
UBP24_HUMAN	Excluded	false	0, -0.548401, -0.531882, -0.357536, -0.211728, -0.361372, -0.313342, -0.254938						0, 0.063946, -0.181559, 0.475198, -0.370597, -0.383932, 0.011286, -0.481588									
UBP2L_HUMAN	Excluded	false							0, -0.231822, 0.179975, -0.495015, -0.203626, 0.014149, -0.061926, 0.154883	0, -0.222038, -0.055656, -0.131464, -0.089857, 0.095762, -0.216835, -0.06508								
UBP8_HUMAN	Excluded	false							0, 0.063866, 0.078574, -0.18662, -0.08831, 0.156187, 0.08616, 0.64813									
UIMC1_HUMAN	Excluded	false							0, -0.286685, 0.075538, -0.266157, -0.203899, -0.153746, -0.005826, -0.013213									
UNG_HUMAN	Excluded	false							0, -0.677511, -0.59573, -0.658807, -0.610283, -0.358798, -0.239987, -0.19814									
UNK_HUMAN	Excluded	false							0, -0.364031, 0.228765, -0.47216, -0.06279, -0.021405, 0.176976, -0.38701									
VAMP4_HUMAN	InsigPrize	false							0, -0.105094, 0.062787, -0.015618, -0.127615, -0.122533, 0.202984, 0.011507	0, -0.004706, -0.190493, -0.389994, -0.140822, -0.170595, -0.203855, -0.423247	0, -0.537376, -0.162089, -0.326417, -0.443587, -0.575243, -0.399636, 0.073607							
VINC_HUMAN	Excluded	false	0, -0.663277, -0.499554, -0.579434, -0.706783, -0.519631, -0.202552, -0.342953															
VPRBP_HUMAN	Excluded	false							0, -0.368837, -0.024001, -0.127525, 0.028099, -0.169154, -0.127645, -0.196369									
VRK3_HUMAN	Excluded	false							0, -0.197532, 0.109747, -0.240911, -0.018542, -0.156611, -0.118788, 0.083248	0, -0.335856, -0.639676, -0.389577, -0.420704, -0.753198, -0.588529, -0.608173								
WAC_HUMAN	Excluded	false							0, 0.122089, 0.243065, 0.142949, -0.178949, 0.010757, 0.007527, -0.555845									
WAP53_HUMAN	InsigPrize	false							0, -0.673149, -0.160888, -0.71141, 0.076659, -0.40101, -0.209134, -0.123813									
WAPL_HUMAN	InsigPrize	false							0, -0.277765, 0.186754, -0.422231, -0.072023, 0.330086, 0.108928, 0.280707									
WASL_HUMAN	SigPrize	true	0, -0.412674, -1.179855, -0.926359, -1.15787, -1.653935, -1.789651, -1.369156															
WDHD1_HUMAN	SigPrize	false	0, 0.031686, -0.254696, -0.337321, -0.249531, -0.933803, -0.632287, -0.332999						0, -0.267194, -0.699746, -0.320682, -0.514425, -0.261374, -0.308355, -0.011151									
WDR44_HUMAN	Excluded	false							0, 0.052689, 0.181005, -0.288203, -0.006723, -0.269099, 0.049874, 0.031515									
WDR48_HUMAN	SigPrize	false	0, -0.601611, -0.256211, -0.30096, -0.414971, -0.277648, -0.062182, -0.13473															
WDR4_HUMAN	Excluded	false							0, -0.100543, -0.066346, 0.074975, -0.243371, -0.006119, -0.084503, -0.030678									
WDR55_HUMAN	Excluded	false							0, -0.114532, -0.145356, -0.059203, -0.279144, 0.037853, 0.098316, -0.741393									
WDR62_HUMAN	Excluded	false							0, -0.577601, -0.282438, -0.203844, -0.081621, -0.297926, 0.061419, -0.38932									
WDR70_HUMAN	SigPrize	false	0, 0.216734, -0.331308, -0.201465, -0.470666, 0.029007, -0.312634, -0.10534						0, -0.494759, -0.046063, -0.278539, -0.356548, -0.126604, -0.408121, -0.083541									
WDR75_HUMAN	Excluded	false							0, -0.343389, 0.257538, -0.193819, -0.525885, 0.190818, -0.010399, 0.032615									
WIPF2_HUMAN	SigPrize	false	0, 2.145038, 1.621865, 2.498247, 2.260794, 0.5456, 0.347427, 0.090484															
WIPI2_HUMAN	Excluded	false							0, 0.260793, 0.160327, 0.16964, 0.254897, 0.520099, 0.216103, 0.418893									
WIZ_HUMAN	SigPrize	false	0, -0.26908, -0.396803, -0.397035, -0.154848, -0.335337, -0.508814, -0.776597															
WNK1_HUMAN	InsigPrize	true							0, -0.010977, -0.447122, -0.224879, -0.152103, -0.2632, -0.27175, 0.043588	0, -0.421873, -0.439331, 0.078307, 0.105845, 0.23679, 0.108812, -0.361897								
WRIP1_HUMAN	Excluded	false							0, -0.389924, 0.319396, -0.256699, -0.787376, -0.565423, -0.438019, -0.806773									
XPC_HUMAN	Excluded	false							0, -0.480993, -0.186028, -0.236427, -0.396218, -0.226363, -0.128353, 0.093693									
XRCC1_HUMAN	SigPrize	false	0, -0.25881, -1.038878, -0.061524, -0.219752, -0.645579, -0.361024, -0.200821	0, -0.224478, -1.228439, -0.196849, -0.704622, -0.801845, -0.478805, -0.480525														
XRCC6_HUMAN	Excluded	false							0, -0.63993, 0.267099, -0.366011, -0.316644, -0.280968, -0.10359, 0.147567									
XRN2_HUMAN	InsigPrize	false							0, 0.084824, 0.035284, -0.031749, -0.066681, 0.100816, 0.100005, 0.020259	0, 0.132052, 0.164848, -0.098198, -0.291353, 0.01707, 0.191686, 0.310781	0, 0.269012, 0.511446, 0.18001, -0.087602, 0.133469, -0.285279, -0.752187							
YAP1_HUMAN	InsigPrize	false							0, 0.177611, -0.128002, -0.2019, -0.219651, 0.046313, -0.253414, 0.277169	0, -0.59417, -0.817317, -0.848875, -0.385706, -0.362127, -0.365019, -0.60846	0, -0.20518, 0.279471, -0.359765, 0.002091, 0.073378, 0.250025, 0.165029	0, 0.070403, -0.361436, -0.077968, -0.680332, -0.417239, -0.41169, -0.136193						
YBOX1_HUMAN	Excluded	false							0, -0.07442, -0.00146, 0.232265, -0.322647, -0.232645, -0.259289, -1.158899	0, 0.229897, 0.239871, 0.232251, -0.090838, 0.335779, 0.142027, -0.136121								
YBOX3_HUMAN	Excluded	false							0, 0.156291, 0.154225, 0.308423, 0.121841, 0.024593, 0.249622, -0.850577									
YRDC_HUMAN	Excluded	false							0, -0.343488, 0.026072, -0.79527, -0.609852, -0.543587, -0.501382, -0.749947									
Z280C_HUMAN	SigPrize	false	0, -0.095643, 0.20935, 0.73, 0.790678, 0.857331, 0.447182, 0.582627															
Z512B_HUMAN	Excluded	false							0, 0.099969, 0.070587, -0.276517, -0.112745, -0.329232, -0.001972, -0.246242									
ZBT7A_HUMAN	Excluded	false							0, -0.53418, -0.238857, -0.367726, -0.043452, -0.015088, -0.184938, -0.038328									
ZC11A_HUMAN	Excluded	false							0, -0.468118, 0.021244, -0.188532, -0.224585, -0.044628, 0.256, 0.461681									
ZC3H4_HUMAN	InsigPrize	false							0, -0.319134, 0.052002, -0.236131, -0.363983, -0.453566, -0.409856, -0.856644									
ZC3HD_HUMAN	Excluded	false							0, -0.322183, 0.040969, -0.307043, -0.303963, -0.186473, -0.20827, 0.078043									
ZCH18_HUMAN	SigPrize	false	0, -0.165304, 0.366646, -0.501401, -0.381584, -0.614526, -0.990532, -0.645708						0, 0.008936, -0.666203, -0.441188, -0.665728, -0.285154, -0.24008, 0.266662									
ZEB1_HUMAN	Excluded	false							0, 0.031269, -0.10912, -0.313341, 0.045298, 0.207081, 0.234282, -0.419759									
ZFY16_HUMAN	SigPrize	false	0, -0.086884, 0.734595, 1.059362, 0.998314, 0.250038, 0.270211, -0.26589															
ZFY19_HUMAN	Excluded	false							0, -0.138462, 0.466916, -0.158451, -0.086891, 0.456632, 0.160517, 0.47386									
ZKSC1_HUMAN	SigPrize	false	0, -0.358475, -0.651325, -0.487914, -0.43032, -0.323993, -0.461584, -0.483004															
ZMYM4_HUMAN	InsigPrize	false							0, 0.064888, 0.170846, -0.395359, -0.441014, -0.540912, -0.537097, 0.019503									
ZN148_HUMAN	Excluded	false							0, 0.043585, 0.700448, 0.389689, 0.22948, 0.222298, 0.202166, 0.007926									
ZN318_HUMAN	InsigPrize	false							0, -0.092888, -0.24818, -0.486765, -0.679445, -0.355962, -0.403665, -1.013166	0, 0.056006, 0.712152, 0.054259, 0.232716, 0.068527, 0.236893, -0.125583	0, 0.147126, 0.261296, 0.090848, 0.306371, 0.146961, 0.314501, -0.204206							
ZN609_HUMAN	Excluded	false	0, -0.241918, -0.845261, -0.233396, -0.136355, -0.765801, -0.097346, -0.312427															
ZN638_HUMAN	InsigPrize	false							0, -0.164693, -0.627686, -0.418836, -0.048477, -0.139624, -0.41127, -0.50538									
ZN703_HUMAN	Excluded	false							0, -0.06102, -0.19854, 0.020908, 0.005107, 0.052893, -0.112518, 0.079588									
ZN830_HUMAN	Excluded	false							0, -0.107227, -0.431005, -0.633825, -0.306018, -0.214323, -0.599444, -0.157428	0, -0.476838, -0.390343, -0.593109, -0.530424, -0.29503, -0.342816, -0.121211								
ZNRF2_HUMAN	Excluded	false							0, -0.052586, 0.40569, 0.223714, -0.358975, -0.190877, -0.096463, -0.18238									
ZO1_HUMAN	InsigPrize	false							0, -0.293889, -0.034757, 0.086227, 0.20613, 0.52619, 0.587165, 0.861856									
ZO2_HUMAN	SigPrize	false	0, -0.713484, -0.652441, -0.60029, -0.287553, -0.215736, -0.258604, -0.30494						0, 0.238501, -0.075315, 0.083529, -0.090744, -0.14545, 0.155186, 0.326442	0, -0.432572, -0.19376, -0.28079, 0.110115, 0.185558, -0.080863, 0.315547								
ZRAB2_HUMAN	Excluded	false							0, 0.068223, 0.383758, 0.081434, 0.161971, 0.248372, 0.444681, 0.764043									
ZYX_HUMAN	InsigPrize	false							0, -0.784526, -0.501429, -0.168682, 0.056245, 0.477472, 0.348544, 0.472854	0, -0.175518, 1.684032, 2.178064, 2.91095, 2.790639, 2.793371, 2.752074								
